Total protein by cell line	HCC1806	MCF10A	HCC38	BT549	HS578T	MDAMB231	SKBR3	MCF7	HCC70	BT20
BRCC3	0.065389	-1.9908	-0.65406	1.1509	-0.88618	0.32903	0.86525	0.65119	0.9775	-0.50821
ANXA11	-0.036015	-1.9403	-0.53417	1.0037	0.021195	0.022356	1.4755	-0.35739	1.0602	-0.71506
HUS1	0.0048629	-2.4284	-0.28025	0.664	0.11721	0.25625	1.1399	-0.0041921	0.99464	-0.464
PANK4	0.47355	-2.5306	-0.26722	0.68375	0.083196	0.17387	1.012	-0.20986	0.81909	-0.23783
FAM192A	-0.27533	-2.3639	0.047916	0.61743	0.11181	0.27627	1.0752	-0.7241	1.0763	0.15838
PPP5C	-0.33597	-2.4964	0.26759	0.67398	-0.3274	0.35734	1.1289	-0.20149	0.73494	0.19842
OGFOD1	-0.25943	-2.3545	0.74075	1.012	-0.017184	0.083509	0.91368	-0.72598	0.66587	-0.05868
C8orf76	-0.469	-2.0138	-0.28857	1.1987	0.70985	0.47219	1.1582	-0.79697	0.51515	-0.48577
NUDT1	0.25903	-2.1494	-0.043383	0.81411	0.92797	-0.24938	1.085	-0.85929	0.73468	-0.5193
KIAA0907	-0.42068	-2.1779	-0.79566	1.1894	-0.10827	0.45899	0.97083	-0.15489	0.90916	0.12894
TPRKB	-0.71406	-1.7405	-0.57742	1.5658	-0.66617	0.50927	0.9463	-0.076803	1.0041	-0.25051
MTMR12	-0.57561	-2.1425	-0.63955	0.51931	-0.39996	0.83807	0.85503	-0.086556	1.2992	0.33259
UCHL3	-0.5188	-1.7592	-0.64917	0.64181	-0.62695	1.1726	0.79851	-0.31413	1.4967	-0.24139
ORAOV1	-0.1793	-1.9625	-0.50752	0.93639	-0.18642	1.2734	1.1796	-0.039856	0.37589	-0.88967
TBC1D22B	-0.27151	-1.7906	-0.62998	1.4239	-0.49435	1.4917	0.50936	-0.42199	0.52293	-0.33952
BAG6	0.34401	-2.2757	-0.24952	0.49562	-0.4233	0.30547	-0.73506	1.2279	0.98358	0.32696
PGD	0.23451	-2.2986	-0.11799	0.65677	-0.5908	-0.20003	-0.26993	0.82053	1.3937	0.37185
UBL4A	0.029336	-2.0402	-0.73883	1.1296	-0.7232	-0.21246	-0.077598	1.1241	0.8928	0.61639
GMDS	0.59902	-2.401	0.44386	0.16128	-0.11227	0.10799	-0.13274	0.25787	1.5295	-0.45345
SFR1	0.69415	-2.5076	0.084647	0.67505	-0.033954	0.21513	0.1165	0.76641	0.74279	-0.75315
HMGB2	0.38362	-2.4869	0.92909	0.58197	-0.29323	0.42725	-0.14915	0.39471	0.81246	-0.59987
PFDN2	0.017596	-2.4987	0.78226	1.0935	-0.46152	0.554	0.1885	0.031395	0.5643	-0.27135
INPP5B	0.34011	-2.1607	0.12185	1.1967	-0.80956	-0.1654	-0.074078	0.38944	1.3727	-0.21096
MARCKSL1	0.010755	-1.6934	0.48454	0.78533	-0.48868	-0.7579	0.18961	0.55331	1.8194	-0.90297
SEPHS1	0.35086	-1.9548	0.54195	0.75063	-0.70964	-0.18038	0.20969	0.39076	1.5821	-0.98115
ANKRD49	0.176	-2.6735	0.098985	0.92763	-0.13966	0.85071	0.064177	0.2069	0.3888	0.09991
PFDN5	-0.28647	-2.633	0.4977	0.70752	-0.28976	0.78534	0.49496	0.51619	0.14545	0.062025
RBM12	0.071323	-2.6823	0.54165	0.54297	-0.24951	0.67281	0.67697	-0.055541	-0.0040976	0.48569
PAPOLA	-0.39483	-2.4204	0.54213	0.47049	-0.52034	0.93413	0.93366	0.2555	0.53004	-0.33037
PPP4C	-0.57472	-2.3379	0.57827	0.25886	-0.85813	0.79303	0.96935	0.55368	0.29465	0.3229
CIAO1	0.20124	-2.3114	0.62407	-0.45139	-0.68143	1.2508	0.57621	0.58051	0.49536	-0.28393
HIF1AN	0.66867	-2.1503	0.42734	-0.17857	-0.79716	0.74783	-0.0076638	1.3866	0.49593	-0.59262
PFDN4	0.031176	-2.3544	0.59252	0.13692	-0.90017	0.75117	0.25003	1.0688	0.66849	-0.2446
NAA20	0.55672	-2.2085	0.25534	0.19192	-0.85665	0.9256	1.3013	0.35181	0.031741	-0.54934
NAA25	0.71182	-2.1466	0.2349	-0.17719	-1.0424	0.94135	1.308	0.32097	-0.091356	-0.05943
SBNO1	0.95329	-2.0851	1.2414	-0.034388	-0.85375	0.36053	0.95692	0.25979	-0.25756	-0.54117
DNAH9	0.02432	-2.0135	0.055849	1.2873	-1.253	0.45562	1.1422	0.028297	0.4234	-0.15046
NAA30	-0.58614	-1.9201	0.62139	0.97768	-1.2292	0.64772	0.91573	0.67419	0.39598	-0.49723
IFIH1	-0.43967	-1.21	0.62738	0.40749	-1.8841	0.53538	1.257	0.70789	0.65709	-0.65841
NFKB1	-0.31971	-1.9713	0.82247	0.57473	-1.0122	0.35497	1.5909	-0.0070397	0.38548	-0.41831
UBE2D1	-0.42451	-1.7079	1.4534	0.40278	-0.92375	0.17315	1.6095	-0.22566	-0.037225	-0.31974
PLCD1	-0.30345	-1.2557	1.0057	0.94096	-1.4213	0.54891	1.6285	-0.49365	-0.38044	-0.26951
AHCYL2	-0.37438	-2.4994	0.78595	0.46322	-0.21795	-0.11294	0.68494	-0.020531	0.18877	1.1023
NUDT15	-0.51858	-2.3455	0.52458	1.181	-0.59544	0.068298	0.82258	-0.1384	0.46128	0.54017
HSPA14	-0.20679	-1.9293	1.2146	0.92859	-0.91759	-0.75388	0.67339	-0.32172	0.47097	0.8417
ANXA7	-0.27462	-2.314	1.196	-0.49589	-0.13878	-0.20682	1.1354	0.063783	0.47829	0.55659
DNAJB1	-0.39505	-2.3876	0.61197	-0.44413	-0.084771	0.0024099	1.0432	0.065765	1.1187	0.46956
TSEN34	-0.57374	-2.4447	0.462	-0.057897	-0.14892	0.073216	1.072	0.005063	0.80728	0.80567
PRDX1	-0.75869	-2.2618	0.43649	0.39648	-0.28639	-0.51762	1.0868	0.30552	0.96968	0.62947
SCYL2	-1.0686	-2.1118	0.79581	0.020593	-0.20098	-0.27811	1.3853	0.48488	0.38785	0.58503
CCDC6	-0.47478	-1.7893	1.2404	-0.40564	-0.77267	-0.48173	1.6001	0.19814	0.5997	0.28581
NFATC2IP	-0.35166	-2.1109	0.77099	0.17711	-0.95147	-0.013395	1.3016	-0.0499	1.0822	0.1454
CNOT1	-0.92389	-1.4713	0.67221	0.1705	-1.261	-0.79854	0.90314	0.82121	0.91834	0.96933
DDI2	-0.80162	-1.6951	0.67346	0.30284	-0.98279	-0.96556	0.99984	0.88504	0.83276	0.75111
RPE	-0.4253	-2.1467	0.58583	0.42299	-0.24895	-1.1207	0.69349	0.56619	0.54521	1.1279
CARHSP1	-1.0491	-1.8571	0.59525	0.29982	-0.49483	-0.26414	0.095954	0.15578	1.7528	0.76557
GSPT1	-0.90929	-2.2987	0.60734	0.30692	-0.1651	-0.21241	0.40763	0.49853	1.319	0.44609
PRAMEF20	-0.71973	-2.2944	0.62606	0.0042959	0.14842	-0.5046	0.41506	0.60355	1.376	0.34536
CRKL	-0.74388	-2.4722	0.14528	0.84519	0.17112	-0.087924	0.53659	0.43099	1.0337	0.14118
GDI1	-1.0475	-2.1282	-0.042724	0.8865	-0.32418	0.13189	0.3616	0.91489	1.2227	0.025021
CUL2	-0.61522	-2.0294	-0.014736	1.1039	-0.73786	0.24426	-0.21474	-0.018129	1.2642	1.0176
FIGNL1	-0.39474	-2.2719	0.30395	1.1238	-0.38975	-0.098645	0.042317	-0.080557	1.43	0.33542
ANKRD16	-0.8252	-1.7898	-0.2495	0.18592	-0.91519	-0.26201	1.4619	0.99662	0.75287	0.64439
PYGO2	-0.83029	-1.9047	-0.0644	0.12495	-1.1191	0.22091	1.1809	0.59877	0.92123	0.87174
ENOSF1	-1.1112	-1.3211	0.13219	-0.24893	-1.4077	0.10243	1.3641	0.79465	0.75171	0.94393
ENOSF1	-1.3266	-1.088	-0.037927	-0.44269	-1.0979	-0.031011	1.2802	0.51365	0.75267	1.4776
ARF3	-1.2706	-1.6357	0.48658	0.48329	-1.1559	-0.18189	0.95692	0.60295	1.1042	0.61014
UBE2Q1	-1.3382	-1.6288	0.28471	0.59961	-0.80227	-0.10928	1.3207	0.2648	1.276	0.13264
ITPA	-1.2028	-1.6425	0.58758	0.55131	-0.65776	-0.20947	1.7257	-0.28842	0.67477	0.46167
LRRC16A	-0.90861	-1.8208	0.0039765	0.37986	-0.74162	-0.32106	1.6528	0.16824	0.93875	0.6485
HDGF	-1.2769	-1.7155	-0.05248	-0.17118	-0.38401	-0.058104	0.78236	0.6356	1.7195	0.52062
RGS3	-1.2034	-1.552	-0.12806	-0.071	-0.61064	0.43157	1.1341	-0.26117	1.7016	0.55912
DDX59	-0.25893	-1.5221	-0.81282	-0.20317	-0.49892	-0.5498	1.8021	0.20838	1.358	0.47733
NPRL3	-0.4152	-1.2329	-0.86922	0.21035	-0.77368	-0.19602	1.7618	-0.053031	1.66	-0.092129
FAM96A	-0.50929	-1.3538	-0.50509	-0.33505	-1.2012	0.21113	1.7852	0.14223	1.2617	0.50412
PNP	-0.45872	-1.4119	-0.19543	0.42136	-1.5404	-0.054224	1.5527	0.099679	1.3056	0.28139
SMG5	-0.45411	-1.4446	0.15203	-0.19004	-1.5006	-0.12868	1.6363	0.25501	1.1798	0.49487
CHEK2	-0.90694	-1.4612	-0.21629	1.1856	-0.11728	-1.1042	1.1928	0.042234	1.3901	-0.0047909
TRNAU1AP	-0.74878	-2.0321	-0.32018	1.2125	-0.17254	-0.37149	1.3241	-0.040213	0.85258	0.29616
FTO	-0.28941	-1.6978	0.027319	1.0394	0.066543	-0.82351	1.6353	-1.0028	0.67066	0.37433
WDR4	-0.48228	-1.443	-0.29973	0.95507	-0.12672	-1.3399	1.8354	-0.030098	0.65087	0.28035
DNAJC2	0.17681	-1.9622	0.78207	0.89418	-0.36716	-1.3426	1.1699	0.13277	0.61192	-0.095766
METTL1	-0.051059	-1.9238	0.20118	0.75609	0.22121	-1.5577	1.3058	0.2726	0.6415	0.13423
SMUG1	0.028522	-2.1603	0.0076696	0.83203	-0.40215	-0.97247	1.2098	0.95957	0.35931	0.13802
DFFA	0.54614	-2.2241	-0.40534	1.4664	-0.21272	-0.69104	0.62569	-0.10666	0.41919	0.58243
HMGB1	0.199	-2.3745	-0.1737	0.89799	-0.066023	-0.87784	0.52791	0.37573	1.0444	0.44707
GNL1	-0.25744	-2.1427	0.4524	1.2783	0.25089	-1.0442	0.012936	-0.17197	0.86376	0.75803
NFKBIB	-0.49435	-2.2649	0.29122	1.0125	0.49107	-0.77728	0.216	-0.24125	0.83403	0.93294
ABHD3	0.4858	-2.434	0.39828	-0.5295	-0.49542	-0.033366	0.33844	1.2199	0.52831	0.52156
PRKAB2	0.017555	-2.1068	0.52893	-0.6948	-0.26423	-0.094943	0.18493	1.7428	0.79726	-0.11071
PRKAG1	0.19373	-2.3369	0.56476	-0.60694	0.017645	-0.071826	0.032531	1.6227	0.33463	0.24973
BCL9L	0.40996	-1.978	0.013064	-0.77687	-0.89862	-0.18604	0.64075	1.3561	0.38095	1.0387
PEBP1	-0.20753	-2.1343	0.036955	0.0060179	-0.6978	-0.10814	0.35165	1.6316	0.067494	1.0541
CAMKK2	-0.29243	-1.963	-0.26571	-0.58993	-0.15198	0.098882	0.15098	2.0059	0.33672	0.67065
DNPEP	-0.44925	-1.8562	-0.25416	-0.53087	-0.28318	-0.14021	0.58391	1.9553	0.12185	0.85289
MAP3K3	-0.48108	-1.7474	-0.29667	-0.60698	-0.61554	-0.15937	0.78239	1.8171	0.86045	0.44715
ARFGAP2	-0.066391	-1.8356	1.1594	-0.82278	-0.49644	-0.547	0.94629	1.313	-0.26055	0.61006
CUL3	0.084384	-1.2773	1.2279	-0.66564	-0.43456	-1.0718	0.52479	1.6346	-0.76123	0.73885
LPCAT1	-0.12683	-1.5433	0.10248	-0.69135	-0.81672	-0.41906	0.37058	2.0366	0.099688	0.98793
TRIM33	-0.16629	-1.2419	0.64518	-0.91803	-0.89989	-0.31203	0.20193	1.956	-0.38307	1.1181
TRIM33	-0.43827	-1.3527	0.96283	-0.89568	-0.78036	-0.2747	0.19789	1.8629	-0.27219	0.99028
OTUD5	-0.039724	-1.2417	0.34809	-1.0225	-0.41209	-0.22861	1.1781	1.8997	-0.93169	0.45041
ZNF217	-0.44604	-1.5488	-0.099854	-0.27724	-0.43521	-0.30262	1.4863	1.5591	-0.80231	0.86674
SURF2	0.092579	-1.9544	0.65876	-0.46126	-0.25014	0.30977	1.4637	0.97571	-1.0969	0.26222
ACP1	-0.79653	-1.7388	0.42403	-1.0613	-0.26065	-0.21505	0.66464	0.83844	0.58471	1.5605
NT5DC1	-0.37853	-1.7277	-0.018222	-1.1253	-0.24673	-0.36719	1.0402	0.53295	0.6868	1.6037
STRIP1	-0.15994	-1.6155	0.34673	-1.09	-0.75264	-0.58235	0.91342	0.96065	0.52412	1.4556
THAP11	-0.0081874	-1.8992	0.2396	-1.0611	-0.096324	-0.79234	0.80593	1.0046	0.52845	1.2785
MAN2C1	-0.54789	-1.6726	-0.03728	-1.0559	0.075886	-0.23445	0.86751	1.4505	-0.19833	1.3526
FAM120A	-0.4702	-1.0593	0.5691	-1.3463	-1.2307	-0.0017453	0.60003	0.79381	0.475	1.6703
PGM2	-0.90797	-1.426	0.56421	-0.93737	-1.0216	0.23089	0.25289	0.76524	0.99126	1.4885
PRKCI	-0.48597	-1.9243	0.53624	-0.89362	-0.74374	0.045078	0.82253	1.1916	0.35953	1.0927
TSNAX	-0.71705	-2.002	1.153	-0.41203	-0.86493	-0.059567	0.54012	0.70488	0.64919	1.0084
AP1G1	-0.69273	-0.96879	-0.23502	-0.61769	-0.87602	-0.54451	-0.19934	1.4437	0.93427	1.7562
CC2D1A	-0.94737	-1.3453	0.19301	-0.79472	-0.39702	-0.43756	-0.11735	1.5948	0.82343	1.4281
OSBPL2	-0.98991	-1.0975	-0.33719	-0.85131	-0.34713	-0.3223	0.00098387	1.7301	0.71476	1.4995
KLK6	-0.64007	-0.76555	0.16516	-0.89463	-0.70892	-0.69729	-0.15258	1.3754	0.26898	2.0495
BLVRB	-1.0709	-1.3376	-0.63028	-0.65535	-0.53737	-0.061934	0.63474	1.2132	1.023	1.4225
CAPN1	-1.1735	-1.4113	-0.16232	-0.52227	-0.65645	-0.065739	0.31125	1.2294	0.84828	1.6027
PFKL	-1.0142	-1.8767	-0.070674	-0.56774	0.039749	-0.044408	0.15511	1.2123	0.71073	1.4558
APRT	-1.2486	-1.3071	0.77056	-0.58583	-0.66643	-0.46144	-0.0128	1.2859	1.0509	1.1749
C9orf142	-1.0202	-1.3877	-0.79918	0.036876	-0.85545	0.28129	0.93439	1.2396	0.099665	1.4707
TRAF2	-1.1309	-1.6833	-0.4387	0.33647	-0.81514	0.39738	0.91187	0.89079	0.07235	1.4592
RABL6	-1.4225	-1.3952	-0.89654	0.55936	-0.52453	0.23365	0.83211	1.0259	0.25634	1.3315
IREB2	-0.94305	-1.7917	-0.41042	0.72091	-0.70829	0.11493	0.65176	1.1107	-0.16343	1.4185
G6PD	-0.93414	-1.11	-0.59608	-0.14882	-0.77554	-0.34507	0.52851	1.1267	0.20332	2.0511
SEC16A	-0.80456	-1.4375	-0.48365	-0.14331	-0.8718	-0.22098	0.86743	1.3331	0.12486	1.6364
TYW5	-0.86226	-1.7971	-0.26282	-0.20609	-0.64988	0.16105	0.73496	1.3006	0.089032	1.4925
TGFBRAP1	-0.94656	-1.2157	-0.2987	-0.064145	-1.4254	0.57865	0.76221	1.1059	-0.032755	1.5366
NECAP1	-0.38952	-1.3989	-0.91384	-0.58122	-0.98006	0.082	0.90231	1.2228	0.62379	1.4327
PPP1R3D	-0.33746	-1.4298	-0.4872	-0.36488	-1.0928	-0.53195	1.136	1.3334	0.46854	1.3062
PRDX6	-0.41243	-1.8679	-0.12772	-0.43509	-0.94781	0.11766	1.2689	0.99326	0.14397	1.2671
SEC16A	-0.37566	-1.8071	-0.59972	0.094692	-1.0869	0.21231	0.98444	0.77619	0.26701	1.5347
FMN1	-0.97619	-1.1365	-0.6334	-1.3461	-0.18942	0.46305	1.0941	1.2604	0.26595	1.1982
SEPT9	-0.8835	-1.6281	-0.2004	-0.79226	-0.66799	0.42862	1.2755	1.3403	0.23867	0.88919
PPCS	-1.3332	-1.3571	0.0083941	-0.79578	-0.4116	0.083909	1.3375	0.73706	0.25671	1.4741
ZSCAN25	-1.0395	-1.7099	-0.35595	-0.64718	-0.091681	-0.03942	1.3751	0.57298	0.5508	1.3848
ALDOA	-0.93875	-2.0288	0.24249	-0.2312	0.023429	-0.65087	0.80544	1.1754	1.0765	0.52638
LCMT1	-0.80286	-2.0942	0.27023	-0.26341	-0.341	-0.31535	0.88261	1.408	0.80348	0.45252
MAPK3	-0.57121	-1.9918	0.03713	-0.28356	-0.28506	-0.56893	0.67921	1.3697	1.3454	0.26906
ANP32A	-0.46545	-2.0879	-0.13507	-0.61254	-0.25428	-0.22827	0.59877	1.2162	1.2475	0.721
CSK	-1.1386	-1.7442	-0.01356	-0.81639	0.077285	-0.23252	1.0769	1.2729	0.79001	0.72828
PPP1R37	-0.96452	-1.9897	-0.20414	-0.67095	0.10699	0.11534	0.63137	1.394	0.7614	0.82017
NSF	-1.4348	-1.4407	0.86908	-1.2272	0.2346	-0.14713	0.74226	0.97166	0.65748	0.77477
SETD7	-1.0302	-1.8497	0.76347	-0.71054	0.21444	-0.42175	0.41222	1.3843	0.19861	1.0392
YWHAG	-1.2661	-2.0607	0.49302	-0.18269	0.14182	-0.33912	0.64534	1.1317	0.64765	0.78898
CNOT2	-1.4501	-1.2926	0.57991	-0.52243	-0.61539	-0.45126	0.8895	1.4626	0.45013	0.94959
STRN3	-1.449	-1.2091	0.59603	-0.67916	-0.65417	-0.12449	1.5148	1.2678	0.41684	0.32052
FAM133B	-0.84724	-1.4408	0.36914	-0.22548	0.52259	-1.5864	1.1301	1.2267	0.21958	0.63187
NOSIP	-0.94467	-1.7877	0.90575	-0.76281	0.78501	-0.91747	0.85077	0.91666	0.35116	0.60332
ACTR10	-1.3821	-1.7252	-0.33674	0.79163	0.29544	0.86933	-0.44595	1.491	0.29345	0.14918
PSMD6	-1.2455	-1.5957	-0.12827	0.2635	0.26288	1.0558	-0.47861	1.8377	-0.10052	0.12872
UBE2Z	-0.99522	-1.7852	-0.0001925	0.47308	0.52568	1.0504	-0.81392	1.5827	0.14121	-0.17843
SMG8	-1.0043	-1.447	0.43059	0.1502	-0.13873	0.74264	-0.68073	2.1486	-0.0034827	-0.19774
NPEPPS	-0.84687	-1.4365	0.029302	-0.017727	-0.9206	0.99898	-0.6809	1.8339	0.56873	0.47171
PGPEP1	-0.50483	-1.4178	-0.64496	0.25542	-0.2907	1.1788	-1.0411	1.8671	0.42344	0.17468
EXOC1	-0.65248	-2.1033	-0.45242	0.023098	-0.028333	0.79749	0.43936	1.7548	0.18641	0.035463
EXOC2	-0.39089	-2.3696	0.2296	0.022961	0.3084	0.68624	-0.12811	1.5989	0.16097	-0.11845
EXOC3	-0.66408	-2.4095	-0.06883	0.010028	0.42746	0.38207	0.36011	1.4316	0.48837	0.042785
EXOC8	-0.26195	-2.1199	0.016604	-0.8118	0.086181	0.68202	0.33577	1.7645	0.27984	0.028761
EXOC5	0.14031	-2.1471	0.039172	-0.34973	0.023467	1.2873	-0.039478	1.5373	-0.018296	-0.473
EXOC7	-0.028942	-1.9264	-0.10417	-0.32426	0.088472	1.1287	0.33405	1.6796	0.12377	-0.97085
NARFL	-0.78894	-1.7901	-0.31447	0.35775	-0.30713	0.5668	0.68889	1.7724	0.57733	-0.76253
POLE4	-1.0092	-1.7576	-0.073113	0.3805	-0.13491	0.95658	0.73247	1.6232	0.076844	-0.79487
OTUB1	-1.0394	-1.9843	0.23479	0.83526	0.01195	0.35623	0.45062	1.5825	0.16009	-0.60786
PTGR2	-0.57673	-1.7719	-0.043506	0.93847	-1.0214	0.54952	0.034702	1.6849	0.57139	-0.36545
SH3GLB2	-0.70266	-1.6336	-0.31642	0.34334	-0.5119	0.52465	0.21732	2.1898	0.2867	-0.39727
BLOC1S4	0.031321	-1.314	-0.00099608	0.2928	-0.51843	0.4748	-1.1083	2.1525	0.63964	-0.64933
ISG15	-0.60907	-1.1757	0.31877	0.81002	-0.69917	0.73687	-1.2018	1.5962	0.96039	-0.73651
DPP3	-0.39439	-1.9257	-0.18891	0.038672	-0.50572	0.42276	-0.27242	1.9215	0.94679	-0.042503
NT5C2	-0.44119	-1.6001	0.38214	-0.14383	-0.54471	0.66062	-0.40415	2.008	0.79868	-0.71543
MAST4	-0.33841	-1.8953	0.29482	0.14064	-1.0016	0.49807	-0.43233	1.3607	1.3774	-0.0040323
FADD	-0.19042	-1.9368	1.1581	0.57348	-1.1211	0.73653	-0.67577	0.94582	0.61683	-0.10662
RAD51C	-0.81364	-1.4527	1.2167	0.17076	-0.87534	0.32659	-0.74111	1.6573	0.71338	-0.20191
TANK	-1.1735	-1.5053	0.67096	0.48978	-0.96899	0.88216	-0.30659	1.3596	0.92971	-0.37777
ARID4A	-0.54398	-1.2758	0.49214	0.0041539	-1.3617	0.074617	0.83409	2.0462	0.031768	-0.3015
SET	-0.23968	-1.619	0.061866	0.10387	-1.2012	-0.21093	1.441	1.61	0.30002	-0.24597
GPATCH2	0.3598	-1.4992	0.57007	-0.45146	-0.75731	-0.37655	1.0746	1.8434	0.13545	-0.89872
TSEN54	0.053306	-1.5314	0.53959	-0.11306	-0.89639	-0.43931	1.5099	1.6459	-0.5681	-0.20046
NOL3	0.01674	-1.5505	0.73853	-0.76327	-1.485	0.37878	0.90195	1.5053	0.18525	0.072284
TNPO2	0.086194	-1.5209	0.5037	-0.11263	-1.7392	0.50986	0.37619	1.4791	0.80536	-0.38764
ATXN7L3B	-1.2025	-1.7543	0.011623	0.10882	-0.55749	0.029193	0.35328	1.6195	1.1632	0.22862
PPM1A	-1.2787	-1.9876	-0.15173	0.23425	-0.35929	0.26457	0.92437	1.225	0.83373	0.29535
XRCC3	-1.148	-1.5728	0.3602	-0.39943	-0.49747	0.34251	0.34442	1.3635	1.5648	-0.35772
CDC42EP4	-1.1424	-1.6355	0.85949	-0.22615	-0.99721	0.56702	1.3455	0.67601	0.77355	-0.2203
LTA4H	-0.97877	-1.6885	0.38823	-0.55094	-1.0321	0.91544	1.1236	0.91436	0.85567	0.053083
NUBP1	-0.72591	-2.0125	0.061628	-0.1035	-0.8349	0.77346	0.98453	0.72651	1.2641	-0.13338
EXOC6	-0.54924	-1.889	0.16651	-0.29872	-0.47423	0.67467	0.73744	1.7734	0.49266	-0.63346
PPCDC	-0.41623	-1.8134	0.61212	-0.73953	-0.75026	0.18561	0.99627	1.483	0.82527	-0.38277
ATIC	-0.30105	-2.1386	0.58588	0.32582	-0.2903	-0.4058	-0.32771	1.8014	0.33278	0.41754
TXNL4B	-0.42831	-2.1483	0.93779	-0.19201	0.0038738	-0.17307	-0.62105	1.4409	0.37007	0.81012
ITIH2	-0.70987	-2.1654	1.3029	-0.048218	-0.0020456	-0.15067	0.10868	1.3105	-0.20558	0.5597
ETF1	-0.849	-2.3549	0.26149	1.2274	0.076091	0.36595	-0.12031	0.90492	0.42606	0.062307
UBE2N	-1.1412	-2.2427	0.44409	1.0176	-0.35323	0.47034	0.39349	0.85507	0.12271	0.4338
RELA	-0.42377	-2.4214	0.22003	0.95795	-0.080396	0.83564	-0.55804	0.80461	0.10228	0.56311
SNX6	-1.127	-2.0869	0.34859	1.1864	0.279	0.50256	-0.58152	0.8345	-0.047314	0.69173
OGG1	-0.90517	-2.0479	0.37802	0.67061	-0.049091	0.066935	-0.16219	1.7668	-0.17493	0.45691
UBAC1	-0.43114	-2.2782	0.33232	0.92777	-0.042816	0.54091	-0.24649	1.2755	-0.61677	0.53883
YWHAB	-0.71372	-2.3418	0.56595	0.38378	-0.014261	0.14859	-0.16631	1.1452	-0.088872	1.0815
HDHD2	-1.7554	-1.4326	1.3004	0.51392	-0.023024	-0.52165	0.19463	1.0978	0.62867	-0.0027723
PARK7	-1.2106	-2.0559	1.1176	0.44109	0.069398	-0.6555	0.68785	0.78771	0.38835	0.43005
PGP	-1.4392	-1.9096	0.90889	0.34959	0.25707	-0.39935	0.34188	1.2683	0.0040445	0.61847
SMG1	-1.1139	-2.004	1.12	0.6384	-0.29389	-0.18194	0.014194	0.75998	1.1713	-0.11013
VTA1	-0.94618	-2.1418	0.74901	1.2154	0.10524	-0.48188	-0.15529	0.9735	0.46698	0.21504
CAND1	-1.1396	-2.0202	0.29535	0.42016	-0.18978	-0.35443	0.63258	1.5336	0.18252	0.63979
CAND2	-1.4707	-1.7376	0.087469	0.61588	-0.17288	-0.41926	0.78761	1.4613	0.18994	0.65829
NANS	-1.3644	-1.5681	0.11682	0.063647	-0.79046	0.06042	1.1174	1.4819	0.12572	0.75697
FKBP4	-0.63199	-1.9081	0.3731	-0.007524	-0.56505	-0.78397	0.98521	1.5426	0.35584	0.63992
EAPP	-0.65208	-1.9695	0.34242	0.73567	-0.9896	0.36028	0.59462	1.6009	-0.087635	0.064908
PI4KB	-0.98692	-1.8136	0.066537	0.6206	-0.87255	-0.14895	0.8578	1.6134	0.28494	0.37877
GGA2	-0.71357	-1.686	0.21901	1.1767	-1.3408	-0.075293	0.52939	1.2552	-0.10358	0.73893
RABGAP1	-0.62101	-1.9507	-0.11397	0.86511	-1.1005	0.17377	0.14197	1.4569	0.52784	0.62054
ENSA	-0.68567	-2.3002	-0.24692	0.78527	-0.34115	-0.21701	0.56187	0.92284	0.56866	0.95234
PSMD5	-1.0359	-2.2703	0.07426	0.7677	-0.26688	0.4641	0.36925	0.6989	0.07604	1.1228
UBE2V1	-0.76348	-2.3796	-0.18582	0.84881	-0.05189	0.34681	0.62902	0.83236	-0.1509	0.87474
WIPI2	-0.46346	-2.3292	-0.934	0.66706	0.098573	0.31616	0.57382	0.79435	0.35764	0.9191
HSD3B7	-1.3465	-1.7285	-0.40518	0.59662	-0.50402	0.49025	0.069274	1.3969	0.39589	1.0352
RAD23B	-0.93153	-1.7864	-0.38512	0.35512	-0.7868	0.23564	0.49645	1.6789	0.17769	0.94608
PPP2R4	-1.2711	-1.7889	-0.62034	0.82363	-0.12942	-0.13552	0.38189	1.4186	0.49551	0.82566
C11orf73	-0.55793	-2.2188	0.7211	0.4379	0.16539	-0.16392	0.79642	1.4231	-0.58286	-0.020384
MON2	-0.89631	-2.2731	0.51605	0.87037	0.44579	-0.27228	0.84327	0.99746	-0.11936	-0.11186
IFRG15	-1.0368	-2.1132	0.97442	0.75191	-0.05746	0.27669	0.42874	1.223	-0.42988	-0.017391
LTN1	-1.0335	-1.9936	1.4421	-0.1123	0.72511	0.0088219	0.63784	0.85861	-0.43	-0.10311
C1orf52	-0.67712	-1.8466	1.0558	0.10979	0.54938	-0.2	-0.099783	1.7295	0.17362	-0.79461
USP15	-0.2471	-2.23	1.3089	0.12693	0.26746	0.2957	-0.031335	1.2574	-0.045313	-0.70267
DDB1	-0.22746	-1.8919	1.407	-0.14463	-0.29954	0.64836	0.5294	1.2993	-0.75537	-0.56519
GRB2	-0.47192	-1.9096	0.77949	-0.29979	-0.17021	0.26701	0.10316	2.0621	-0.12904	-0.23114
WDR73	-0.42041	-1.9019	0.25428	0.2703	-0.35609	0.28415	0.24289	2.1531	-0.37962	-0.14669
NME1	-0.89777	-1.8403	0.63506	0.075913	-0.34516	0.31992	0.99307	1.7212	-0.3976	-0.26428
NME2P1	-0.49792	-1.9583	0.61768	-0.18449	-0.57759	0.71072	0.6236	1.6432	-0.68984	0.31293
C12orf10	-0.3982	-2.1794	-0.12999	0.54543	0.56115	0.099125	1.0647	1.2226	-0.90049	0.11499
